,Date,Station,Pressure,Height,Temp,DewPoint,Relative_Humidity,Mean_Mixed_Layer,Wind_Direction,Wind_Speed,Potential_Temp,Equivalent_Potential_Temp,Virtual_Potential_Temp
209,2022-05-05,Port Hardy,850,,,,,,,,,,
210,2022-05-06,Quillayute,700,2939.0,-4.9,-5.8,93.0,3.56,225.0,29.632,297.0,307.9,297.7
211,2022-05-06,Quillayute,850,1392.0,2.0,1.2,94.0,4.93,195.0,40.744,288.2,302.5,289.1
212,2022-05-06,Vernon,700,2977.0,-3.3,-5.9,82.0,3.53,200.0,61.116,298.8,309.7,299.4
213,2022-05-06,Vernon,850,1400.0,7.4,2.4,71.0,5.38,210.0,14.816,293.9,309.8,294.8
214,2022-05-06,Port Hardy,700,2899.0,-9.9,-12.7,80.0,2.07,190.0,18.52,291.5,297.9,291.9
215,2022-05-06,Port Hardy,850,1373.0,-2.3,-4.4,86.0,3.26,155.0,11.112,283.7,293.2,284.3
216,2022-05-07,Quillayute,700,2939.0,-4.9,-5.8,93.0,3.56,225.0,29.632,297.0,307.9,297.7
217,2022-05-07,Quillayute,850,1392.0,2.0,1.2,94.0,4.93,195.0,40.744,288.2,302.5,289.1
218,2022-05-07,Vernon,700,2977.0,-3.3,-5.9,82.0,3.53,200.0,61.116,298.8,309.7,299.4
219,2022-05-07,Vernon,850,1400.0,7.4,2.4,71.0,5.38,210.0,14.816,293.9,309.8,294.8
220,2022-05-07,Port Hardy,700,2899.0,-9.9,-12.7,80.0,2.07,190.0,18.52,291.5,297.9,291.9
221,2022-05-07,Port Hardy,850,1373.0,-2.3,-4.4,86.0,3.26,155.0,11.112,283.7,293.2,284.3
222,2022-05-08,Quillayute,700,2939.0,-4.9,-5.8,93.0,3.56,225.0,29.632,297.0,307.9,297.7
223,2022-05-08,Quillayute,850,1392.0,2.0,1.2,94.0,4.93,195.0,40.744,288.2,302.5,289.1
224,2022-05-08,Vernon,700,2977.0,-3.3,-5.9,82.0,3.53,200.0,61.116,298.8,309.7,299.4
225,2022-05-08,Vernon,850,1400.0,7.4,2.4,71.0,5.38,210.0,14.816,293.9,309.8,294.8
226,2022-05-08,Port Hardy,700,2899.0,-9.9,-12.7,80.0,2.07,190.0,18.52,291.5,297.9,291.9
227,2022-05-08,Port Hardy,850,1373.0,-2.3,-4.4,86.0,3.26,155.0,11.112,283.7,293.2,284.3
